 6/25/2018,Formulation Production  Deviation Report By Completion Date,,,,,,,,,,,,,,,,,,,,
Number,ScheduleDate,IssueDate,CompletionDate,BatchNo,FormCode,name,Colour,ScheduleMass,Schedule Vol,ScheduledBulkMass,SG,SchedMassCost,ActualSg,ActualMass,Actual Vol,UnitCost,OHMass,StdVolCost,ActVolCost,actualcost,Loss %
38977,10/3/2017,10/3/2017,10/11/2017,AR/228/38977,31-4013,CT-SGE:YELLOW GOLDEN B49 SANS-NCS S1070-Y20R @,MTO TINT-YELLOW GOLDEN B49 SANS-NCS S1070-Y20R,201.12,195,-4.88,1.03,23.31295223,0.98,196,200,20.64622487,0,24.0123,20.2333,4046.66,2.545743835
38997,10/4/2017,10/4/2017,10/11/2017,228/38997,Z306,INT:FDE TINT WHITE S25 BALLMILL 8 YY,TINT WHITE,1962.548,2023,1962.548,0.97,19.87211838,0.916,1969.4,2150,17.64982736,0,19.276,16.1672,34759.48,-0.349137957
39009,10/5/2017,10/5/2017,10/11/2017,DE/228/39009,39-29913,CT-FDE:GREY B-SHIP  G13 PLA ??,TINT-GREY B-SHIP G13 PLAS,432.915,437,7.215,0.99,20.22758718,0.958,435.89,455,14.36713995,0,20.0253,13.7637,6262.48,-0.687201876
39010,10/5/2017,10/5/2017,10/11/2017,DE/228/39010,39-530113,CT-FDE:GREEN MOSS RAL6005 @Y,MTO TINT-GREEN MOSS RAL6005,72.529,73,-1.721,0.99,24.13680777,0.963,72.225,75,20.2223064,0,23.8954,19.4741,1460.56,0.419142688
39014,10/5/2017,10/5/2017,10/11/2017,DE/228/39014,39-9899,CT-FDE:YELLOW GLD B49 SANS-NCS S1070-Y20R YY,TINT-YELLOW GLD B49 SANS-NCS S1070-Y20R,201.265,197,-2.735,1.02,22.62942159,0.956,191.2,200,22.90167218,0,23.082,21.894,4378.8,5.0008695
39026,10/9/2017,10/9/2017,10/11/2017,228/39026,00-150,REFILL (Z001) FDE THINNERS,FTO REFILL-Z001 CLEAR,3895,4750,0,0.82,10.38704702,0.79,3160,4000,10.72757215,0,8.5174,8.4748,33899.2,18.8703466
39040,10/10/2017,10/10/2017,10/11/2017,228/39040,43-1010,MOD-TPE+MZAP:WHITE @,MODIFY TPE-WHITE,417.6,394,-6.4,1.06,20.81801476,1.045,418,400,20.48612986,0,22.0671,21.408,8563.2,-0.095785441
39041,10/10/2017,10/10/2017,10/11/2017,228/39041,60-901,REFILL (Z603) PU HB7:1 PART A&B:BLACK @,FTO REFILL-Z603 BLACK   10*5L OR 50*1L,103,100,0,1.03,35.2891142,0.983,98.3,100,35.12813734,0,36.3478,34.531,3453.1,4.563106796
39048,10/11/2017,10/11/2017,10/11/2017,228/39048,00-150,REFILL (Z001) FDE THINNERS,FTO REFILL-Z001 CLEAR,3895,4750,0,0.82,10.38704702,0.79,750.5,950,10.72757215,0,8.5174,8.4748,8051.06,80.73170732
39051,10/11/2017,10/11/2017,10/11/2017,228/39051,00-149,FDE/QD WRINKLE REDUCER,CLEAR,4.05,5,-0.1,0.83,11.97969543,0.805,4.025,5,11.87329193,0,9.9431,9.558,47.79,0.617283951
38868, 9/13/2017,10/1/2017,10/12/2017,228/38868,Z302,INT:FDE BLACK (28m 22v) S25/35 BALLMILL 5 @,BLACK (28m 22v),1776.04,1941,1776.04,0.915,18.40233642,0.906,1812,2000,17.76754249,0,16.8381,16.0974,32194.8,-2.024729173
39015,10/5/2017,10/5/2017,10/12/2017,DE/228/39015,39-98990,CT-FDE SPRAY:YELLOW GLD B49 SANS-NCS S1070-Y20R @Y,MTO TINT SPRAY-YELLOW GLD B49 SANS-NCS S1070-Y20R,196.64,193,-7.36,1.02,25.36501601,0.982,196.4,200,20.35620299,0,25.8723,19.9898,3997.96,0.122050448
39019,10/9/2017,10/9/2017,10/12/2017,DE/228/39019,39-61512,CT-FDE:MAROON A01 SANS-NCS S8010-R10B @Y,MTO TINT-MAROON A01 SANS-NCS S8010-R10B,46.87,49,-1.13,0.96,23.61131347,0.927,69.525,75,22.02293784,0,22.6669,20.4153,1531.15,-48.33582249
39020,10/9/2017,10/9/2017,10/12/2017,DE/228/39020,60-9921,CT-PU HB7:1 PART A&B:GREY FRENCH* H30 SANS-NCS S4010-G50Y @,MTO TINT-GREY FRENCH H30SANS:   10*5L OR 50*1L,116.652,101,0.652,1.16,41.51477711,1.136,113.6,100,37.57368623,0,48.1571,42.6837,4268.37,2.61632891
39027,10/9/2017,10/9/2017,10/12/2017,228/39027,Dec-83,REFILL (Z331) FPW15 PRIMER 23m 14v:GREY,FTO REFILL-Z331 GREY 23m 14v,1250,1250,0,1,12.77992212,0.98,808.5,825,12.8457551,0,12.7799,12.5888,10385.76,35.32
39029,10/9/2017,10/9/2017,10/12/2017,228/39029,39-402,REFILL (Z309) FDE YELLOW MID M11G,FTO REFILL-Z309:BT05 YELLOW MID M11G,257.5,250,0,1.03,23.47041915,1.012,253,250,23.68516996,0,24.1745,23.9694,5992.35,1.747572816
39033,10/10/2017,10/10/2017,10/12/2017,228/39033,39-9061,VISCO ADJ-FDE MATT SPRAY 22S F4C:BLACK MATT,BLACK MATT SPRAY 22S F4C,24.49,25,-0.01,0.98,12.18410333,0.955,23.875,25,12.43543715,0,11.9404,11.8758,296.9,2.511229073
39036,10/10/2017,10/10/2017,10/12/2017,228/39036,12-578,MOD-ZPPW15:GREY @,MODIFY ZPPW-GREY,1028.997,999,-1.003,1.03,13.47966248,1.001,1001,1000,13.64880714,0,13.8841,13.6625,13662.5,2.720804823
39042,10/10/2017,10/10/2017,10/12/2017,DE/228/39042,Dec-83,CT-ZPPW15 MATT SPRAY:GREY EXTRA DK SEA G08 SANS @,MTO TINT MATT SPRAY-GREY EXTRA DK SEA G08 SANS,72.78,72,-2.97,1.01,16.28910789,0.958,71.85,75,13.78159578,0,16.452,13.2028,990.21,1.277823578
39044,10/10/2017,10/10/2017,10/12/2017,DE/228/39044,39-98960,CT-FDE:YELLOW CAT B&R @,MTO TINT-YELLOW CAT B&R,19.83,19,-0.77,1.03,23.31749046,0.98,19.6,20,18.9964913,0,24.017,18.6166,372.33,1.1598588
39050,10/11/2017,10/11/2017,10/12/2017,DE/228/39050,39-98911,CT-FDE:YELLOW CAT NEW @,TINT-YELLOW CAT NEW,14.766,15,-0.234,1,24.22721519,0.955,14.325,15,18.43375134,0,24.2272,17.6042,264.06,2.986590817
39057,10/11/2017,10/11/2017,10/12/2017,228/39057,00-110,GP/QD THINNERS,CLEAR,3320,4000,0,0.83,12.18274112,0.79,3160,4000,12.60759494,0,10.1117,9.96,39840,4.819277108
39058,10/11/2017,10/11/2017,10/12/2017,228/39058,39-910,VISCO ADJ-FDWE SPRAY 22S F4C:BLACK,BLACK SPRAY,362.2,398,-1.8,0.91,17.94090059,0.88,176,200,19.36534341,0,16.3262,17.0415,3408.3,51.40806184
38964,10/2/2017,10/2/2017,10/13/2017,228/38964,12-361,FPW15 MATT:REDOX 130 LS25 24m 14v BALLMILL 9 @,REDOX 130 24m 14v,2073.481,2073,-1.519,1,12.07754039,0.98,2058,2100,11.80334014,0,12.0775,11.5673,24291.33,0.74661885
38970,10/2/2017,10/2/2017,10/13/2017,228/38970,15-001,DIPPING VARNISH CLEAR LS25 SLOW-SPEED @,CLEAR 13 SEC,1041.3,1197,-2.7,0.87,14.66633203,0.83,996,1200,13.50505221,0,12.7597,11.2092,13451.04,4.350331317
39008,10/5/2017,10/5/2017,10/13/2017,228/39008,76-901,ACRYLIC ROOF PAINT BLACK HI-SPEED @,BLACK,246.087,195,-5.913,1.26,12.65180463,1.201,240.2,200,12.57255945,0,15.9413,15.0996,3019.92,2.392243394
39021,10/9/2017,10/9/2017,10/13/2017,AR/228/39021,60-9988,CT-PU HB7:1 PART A&B:BLUE SKY RAL5015 @,MTO TINT-BLUE SKY RAL5015:   10*5L OR 50*1L,108.192,100,0.192,1.08,41.75568482,1.042,104.2,100,52.68227875,0,45.0961,54.8949,5489.49,3.689736764
39022,10/9/2017,10/9/2017,10/13/2017,DE/228/39022,60-9953,CT-PU HB7:1 PART A&B:GREEN APP* H29 SANS NCS S3040-G40Y @,MTO TINT-GREEN APPLE H29 SANS NCS S3040-G40Y:  10*5L/50*1L,98.342,87,-0.533,1.13,42.50647103,1.112,97.3,88,56.50781408,0,48.0323,62.8367,5529.63,1.059567631
39049,10/11/2017,10/11/2017,10/13/2017,DE/228/39049,Dec-35,CT-ZPPW15 MATT:GREY PALE G62 SANS-NCS S1502-G @,MTO TINT MATT-GREY PALE G62 SANS-NCS S1502-G,210.191,198,-1.809,1.06,14.69854345,1.032,206.4,200,13.965106,0,15.5805,14.412,2882.4,1.80359768
39053,10/11/2017,10/11/2017,10/13/2017,39053,39-299163,CT-FDE:GREY GRAPHITE RAL7024 @,MTO TINT-GREY GRAPHITE RAL7024,120.15,121,-3.6,0.99,23.95953466,0.934,116.75,125,19.81568828,0,23.7199,18.5079,2313.49,2.829796088
39055,10/11/2017,10/11/2017,10/13/2017,DE/228/39055,39-29914,CT-FDE:GREY MERC @ Y,MTO TINT-GREY MERC,48.61,49,-0.89,0.99,24.30746925,0.984,49.2,50,19.12995925,0,24.0644,18.8239,941.2,-1.213742028
39060,10/12/2017,10/12/2017,10/13/2017,228/39060,39-602,REFILL (Z304) FDE MAROON 6BM,FTO REFILL-Z304 RED 6BM,23.75,25,0,0.95,23.86069947,0.908,22.7,25,24.58993392,0,22.6677,22.3277,558.19,4.421052632
38993,10/4/2017,10/4/2017,10/16/2017,228/38993,43-202,TPE MCS55 SABS 682:SILVER YY,SILVER SANS 682,74.754,74,-0.996,1.01,26.59167848,0.956,90.82,95,20.16007928,0,26.8576,19.273,1830.94,-21.49182652
39016,10/6/2017,10/6/2017,10/16/2017,228/39016,Z026,INT:PVB SOLN FOR STD ETCH PRIMER-HI-SPEED YY,CLEAR,1401.95,1689,1401.95,0.83,13.41811499,0.834,1334.4,1600,13.23878897,0,11.137,11.0412,17665.92,4.818288812
39025,10/9/2017,10/9/2017,10/16/2017,228/39025,76-091,ACRYLIC ROOF CLEAR HI-SP @,CLEAR,216.522,188,216.522,1.15,11.18495594,1.156,208.08,180,11.28914552,0,12.8627,13.0503,2349.05,3.898910965
39043,10/10/2017,10/10/2017,10/16/2017,DE/228/39043,39-53060,CT-FDE:GREEN SULLAIR LT @,MTO TINT-GREEN SULLAIR LT,19.308,20,-0.492,0.99,26.9685053,0.98,19.6,20,19.00444189,0,26.6988,18.6244,372.49,-1.512326497
39056,10/11/2017,10/11/2017,10/16/2017,DE/228/39056,39-299217,CT-FDE:GREY SA BLOCK @,MTO TINT-GREY SA BLOCK,47.91,49,-0.59,0.97,22.9754679,0.944,47.2,50,19.82289877,0,22.2862,18.7128,935.64,1.481945314
39066,10/12/2017,10/12/2017,10/16/2017,DE/228/39066,39-29921,CT-FDE:GREY DOVE G22 SANS-NCS S5005-G20Y @,TINT-GREY DOVE G22-NCS S5005-G20Y @,50.96,51,1.46,0.99,23.00615847,0.964,48.2,50,20.42126687,0,22.7761,19.6861,984.31,5.416012559
39069,10/13/2017,10/13/2017,10/16/2017,228/39069,43-101,REFILL (Z430) TPE WHITE,FTO REFILL-Z430 WHITE,153,150,0,1.02,20.33717345,1.001,150.15,150,20.99937063,0,20.7439,21.0204,3153.06,1.862745098
39072,10/16/2017,10/16/2017,10/16/2017,39072,VP-200,VAS: ALPASTE BRI LEAFING - 25 KG,SILVER,25,18,0,1.403,46.5,1.403,25,18,46.5,0,65.2395,65.2395,1174.31,0
38886, 9/18/2017,10/1/2017,10/17/2017,228/38886,Z446,INT:TPE BLUE 15.3 BALL MILL 1 @,BLUE 15.3,306.058,348,306.058,0.88,18.02409361,0.98,313.6,320,17.39695631,0,15.8612,17.049,5455.68,-2.464238804
38961,10/2/2017,10/2/2017,10/17/2017,228/38961,Z14-901,INT:EPS15 ETCH PRIMER:BLACK 18m 12v-BALL MILL 5 @,BLACK 18m 12v,681.899,758,681.899,0.9,14.18430387,0.977,674.13,690,13.9173824,0,12.7659,13.5973,9382.14,1.139318286
38965,10/2/2017,10/2/2017,10/17/2017,DE/228/38965,Z324,INT:CT-FPW15 PRIMER:GREY NEW HD S25 BALLMILL 9 @,FPW15 GREY NEW HD,1682.282,1682,1682.282,1,14.47453032,0.955,1719,1800,14.61274462,0,14.4745,13.9552,25119.36,-2.182630498
39007,10/5/2017,10/5/2017,10/17/2017,228/39007,82-101,ARMOURCRYL MATT WHITE (PURE ACRYLIC) HI-SP @,MATT WHITE,139.135,97,-3.865,1.43,14.13805888,1.35,141.75,105,13.37425044,0,20.2174,18.0552,1895.8,-1.87946958
38925, 9/26/2017,10/1/2017,10/18/2017,AR/228/38925,39-507,DG+CT-FDE DIP:GREEN MOSS RAL6005 IS227+LS25+50-BALLMILL 7 @,TINT GREEN MOSS RAL6005+IS227,1983.907,2180,-18.093,0.91,18.18556505,0.902,1984.4,2200,18.9414586,0,16.5489,17.0852,37587.44,-0.024849955
38951,10/2/2017,10/2/2017,10/18/2017,228/38951,39-101,FDEW:WHITE LS25+35 BALLMILL 8 YY,WHITE,2114.12,2073,-2.38,1.02,20.29340943,1.002,1903.8,1900,21.88792415,0,20.6993,21.9317,41670.23,9.948347303
38973,10/3/2017,10/3/2017,10/18/2017,228/38973,Z441,INT:TPE GREEN IG227 BALLMILL 2 @,GREEN IG227,920.118,979,920.118,0.94,19.52357612,0.944,934.56,990,18.86940806,0,18.3522,17.8127,17634.57,-1.569581293
39038,10/10/2017,10/10/2017,10/18/2017,228/39038,39-901,REFILL (Z302) FDE BLACK,FTO REFILL-Z302 BLACK,1504,1600,0,0.94,18.49481047,0.905,1448,1600,19.11399116,0,17.3851,17.2982,27677.12,3.723404255
39045,10/10/2017,10/10/2017,10/18/2017,DE/22839045,39-1019,CT-FDE:PROTEA A58 SANS-NCS S1020-Y80R @,TINT-PROTEA A58 SANS-NCS S1020-Y20R,24.26,25,-0.49,0.99,22.17039581,0.968,24.2,25,19.7039059,0,21.9487,19.0734,476.84,0.247320692
39067,10/12/2017,10/12/2017,10/18/2017,DE/228/39067,39-20123,CT-FDE MATT:SILVER GREY DARK,MTO TINT-MATT SILVER GREY DARK,74.637,73,-1.863,1.02,23.67211279,0.908,68.1,75,10.73183971,0,24.1456,9.7445,730.84,8.758390611
39068,10/12/2017,10/12/2017,10/18/2017,DE/228/39068,39-2997,CT-FDE:GREY LIGHT ADM E46 SANS-NCS S2010-B70G @Y,TINT-GREY LIGHT ADM E46 SANS-NCS S2010-B70G,72.733,74,-0.767,0.98,24.8468563,0.968,72.6,75,19.98612787,0,24.3499,19.3466,1451,0.1828606
39070,10/13/2017,10/13/2017,10/18/2017,DE/228/39070,82-10111,CT-ARMOURCRYL MATT:GREY AGATE RAL7038 @,MTO TINT-GREY AGATE RAL7038,28.297,20,0.297,1.4,18.41698953,1.388,27.76,20,3.982831772,0,25.7838,5.5282,110.56,1.897727674
39071,10/13/2017,10/13/2017,10/18/2017,DE/228/39071,39-9015,CT-FDE:BLACK GREY RAL7021 @,MTO TINT-BLACK GREY RAL7021,23.615,24,-1.135,0.99,22.8894337,0.953,23.825,25,18.03959278,0,22.6605,17.1917,429.79,-0.889265297
39073,10/16/2017,10/16/2017,10/18/2017,DE/228/39073,43-9527,CT-FLOOR:GREY B/SHIP LIGHT EXCEL @,MTO TINT-GREY B/SHIP LIGHT EXCEL,60.287,61,0.887,0.99,23.08630614,0.975,73.125,75,18.34192728,0,22.8554,17.8834,1341.26,-21.29480651
39075,10/16/2017,10/16/2017,10/18/2017,228/39075,39-9061,VISCO ADJ-FDE MATT SPRAY 22S F4C:BLACK MATT,BLACK MATT SPRAY 22S F4C,48.98,50,-0.02,0.98,12.18410333,0.958,47.9,50,12.39649528,0,11.9404,11.8758,593.79,2.204981625
39088,10/17/2017,10/17/2017,10/18/2017,228/39088,14-901,REFILL (Z14-901) EPS15 ETCH PRIMER:BLACK,BLACK,627.9,690,0,0.91,14.25558178,0.977,693.67,710,13.2504309,0,12.9726,12.9457,9191.45,-10.47459787
38962,10/2/2017,10/2/2017,10/19/2017,228/38962,Z309,INT:FDE MID YELLOW M11-G LS25/35 BALLMILL 6 YY,YELLOW MID M11-G,867.831,843,867.831,1.03,23.11836286,1.002,891.78,890,22.26395187,0,23.8119,22.3085,19854.57,-2.759638685
39074,10/16/2017,10/16/2017,10/19/2017,AR/228/39074,43-9558,CT-FLOOR:GREEN WIDNEY IHS @,MTO TINT-GREEN WIDNEY IHS,18.864,19,-0.736,0.98,25.44929916,0.955,19.1,20,21.79053186,0,24.9403,20.81,416.2,-1.251060221
39076,10/16/2017,10/17/2017,10/19/2017,DE/228/39076,45-54114,CT-FD HB AGRIP:IVORY LT RAL1015 B/MILK 08C31 DUL@,MTO TINT-IVORY LT RAL9015 B/MILK 08C31 DUL,43.832,41,0.632,1.08,25.66207393,1.082,48.69,45,19.59857948,0,27.715,21.2057,954.26,-11.08322687
39077,10/16/2017,10/17/2017,10/19/2017,DE/22839077,39-29982,CT-FDE:GREY ANTHRACITE RAL7016 @,MTO TINT-GREY ANTHRACITE RAL7016,187.36,191,-8.64,0.98,23.59043147,0.966,193.2,200,18.38958139,0,23.1186,17.7643,3552.86,-3.116994022
39078,10/17/2017,10/17/2017,10/19/2017,AR/228/39078,31-51043,CT-SGE:GREEN PAN 375C @,MTO TINT-GREEN PAN 375C,100.485,99,-1.515,1.02,27.30284274,0.996,99.6,100,22.37979338,0,27.8489,22.2903,2229.03,0.880728467
39085,10/17/2017,10/17/2017,10/19/2017,DE/228/39085,39-53018,CT-FDE:EAU DE NIL H43 SANS-NCS S2030-G40Y @,TINT-EAU DE NIL H43 SANS-NCS S2030-G40Y,29.195,29,4.445,0.99,24.97758059,0.96,24,25,20.0605275,0,24.7278,19.2581,481.45,17.79414283
39087,10/17/2017,10/17/2017,10/19/2017,DE/228/39087,45-603,CT-FD HB AGRIP PLUS:RED SIGNAL A11 SANS-NCS S1580-Y90R @,MTO TINT-RED SIGNAL A11 SANS-NCS 1580-Y90R,107.775,103,2.775,1.05,29.6552267,1.064,106.4,100,25.30155715,0,31.138,26.9209,2692.09,1.275806077
39094,10/18/2017,10/18/2017,10/19/2017,39094,39-906,FDWE BLACK MATT 31m 19v S25 BALLMILL 5 @,BLACK MATT 31m 19v,166.17,165,90.42,1.01,12.14223231,0.971,126.23,130,18.17474087,0,12.2637,17.6477,2294.2,24.03562617
39095,10/18/2017,10/18/2017,10/19/2017,228/39095,40-900,QD SPRAY SK120 BRIGHT ALUMINIUM-SLOW SPEED 3 POT YY,BRIGHT ALUMINIUM-SPRAY,546.8,601,0.8,0.91,15.30629944,0.89,534,600,15.20299625,0,13.9287,13.5307,8118.42,2.340892465
39018,10/6/2017,10/6/2017,10/20/2017,LAB/228/39018,Z603,INT PU 7:1 BLACK BASE BALLMILL 2 YY,BLACK 52m 45v,4.377,4,4.377,1.01,27.77135983,0.97,4.376,5,27.04901965,0,28.0491,26.2375,131.19,0.022846699
39065,10/12/2017,10/12/2017,10/20/2017,228/39065,76-601,ACRYLIC ROOF PAINT REDOX 130 -HI SPEED YY,REDOX 130,208.862,164,5.662,1.27,11.01040398,1.24,223.2,180,9.98161828,0,13.9832,12.3772,2227.9,-6.864819833
39082,10/17/2017,10/17/2017,10/20/2017,228/39082,Z9321S,INT:FD HB AGRIP:RED IS537+2BM-L125+L050 BALLMILL 3,RED IS537+2BM,392.38,367,392.38,1.07,25.2417339,1.033,382.21,370,25.13597499,0,27.0087,25.9655,9607.24,2.591875223
39012,10/5/2017,10/5/2017,10/23/2017,DE/22839012,39-8989,CT-FDE:BLUE MIDNIGHT PLA G16 Y,TINT-BLUE MIDNIGHT PLA G16,24.092,24,-0.658,0.99,26.97678972,0.924,23.1,25,22.69621467,0,26.707,20.9713,524.28,4.117549394
39023,10/9/2017,10/9/2017,10/23/2017,AR/228/39023,ZY003,FPPW15 PRIMER RFU LS55 SLUDGE IVORY=HI-SPEED,RFU IVORY,1741.302,1707,7.302,1.02,13.84242391,1.016,1676.4,1650,13.54000456,0,14.1193,13.7566,22698.39,3.727211018
39098,10/19/2017,10/19/2017,10/23/2017,DE/228/39098,76-7075,CT-ROOFCRYL:GREY WINDOW RAL7040,MTO TINT-GREY WINDOW RAL7040,25.586,19,-0.814,1.32,17.88832567,1.284,25.68,20,15.52021038,0,23.6126,19.928,398.56,-0.367388416
39099,10/19/2017,10/19/2017,10/23/2017,DE/228/39099,39-5071,CT-FDE:GREEN LT BRUNS H07 SANS-NCS S5540-G30Y @,MTO TINT-GREEN LT BRUNS H07 SANS-NCS S5540-G30Y,98.01,98,-1.99,1,21.54774202,0.977,97.7,100,23.71870708,0,21.5477,23.1732,2317.32,0.316294256
38969,10/2/2017,10/2/2017,10/24/2017,AR/228/38969,12-5782G,DG-ZPP15 MATT:GREY LT QDP3 PLA S25-3 POT HI-SP YY,FPW15 GREY LT QDP3 PLA,1710.361,1710,10.361,1,13.58578703,0.983,1720.25,1750,12.21738644,0,13.5858,12.0097,21016.98,-0.578182033
39035,10/10/2017,10/10/2017,10/24/2017,228/39035,00-7001,BITUMEN PRIMER-BRUSH & SPRAY @,BLACK,939.4,968,-30.6,0.97,19.39470028,0.916,1099.2,1200,18.48187015,0,18.8129,16.9294,20315.28,-17.01085799
39062,10/12/2017,10/12/2017,10/24/2017,228/39062,Z14-901,INT:EPS15 ETCH PRIMER:BLACK 18m 12v-BALL MILL 5 @,BLACK 18m 12v,681.899,758,681.899,0.9,14.18430387,0.871,696.8,800,14.21476033,0,12.7659,12.3811,9904.88,-2.185220978
39084,10/17/2017,10/17/2017,10/24/2017,DE/228/39084,39-53013,CT-FDE:GREEN BRI H10 SANS-NCS S4550-G20Y - YY,TINT-GREEN BRI H10 SANS-NCS S4550-G20Y,300.05,297,-8,1.01,24.29192176,0.991,305.228,308,24.73107459,0,24.5348,24.5085,7548.62,-1.725712381
39092,10/17/2017,10/17/2017,10/24/2017,228/39092,82-101,ARMOURCRYL MATT WHITE (PURE ACRYLIC) HI-SP @,MATT WHITE,250.442,175,-6.958,1.43,14.13805888,1.427,263.995,185,13.41698896,0,20.2174,19.146,3542.01,-5.411632234
39107,10/20/2017,10/20/2017,10/24/2017,DE/228/39107,39-2995,CT-FDE:GREY HS @,MTO TINT-GREY HS,96.28,97,-2.72,0.99,25.11199757,0.928,92.8,100,21.48856425,0,24.8609,19.9414,1994.14,3.614457831
39109,10/23/2017,10/23/2017,10/24/2017,228/39109,Z001,INT:BLEND FD THINNERS,CLEAR,1886,2300,1886,0.82,10.33511178,0.789,2209.2,2800,10.80108637,0,8.4748,8.5221,23861.88,-17.13679745
39113,10/23/2017,10/23/2017,10/24/2017,228/39113,00-150,REFILL (Z001) FDE THINNERS,FTO REFILL-Z001 CLEAR,2296,2800,0,0.82,10.38704702,0.789,2209.2,2800,10.74116857,0,8.5174,8.4748,23729.44,3.780487805
39017,10/6/2017,10/6/2017,10/25/2017,AR/228/39017,ZY001C,CT-UPW35 BRUSHING PRIMER 50m 29v LS55 SLUDGE+REDOX=HI-SPEED,CT-GREY BROWN + REDOX 50m 29v,1828.77,1693,3.57,1.08,12.71841982,1.268,2212.66,1745,11.14085462,0,13.7359,14.1266,24650.92,-20.99170481
39061,10/12/2017,10/12/2017,10/25/2017,228/39061,49-201,HEAT-RESISTANT540 RFU:ALUMINIUM SLOW-SPEED @,ALUMINIUM,263.9,272,-2.85,0.97,63.63774157,0.94,235,250,69.31991489,0,61.7286,65.1607,16290.18,10.95111785
39079,10/17/2017,10/17/2017,10/25/2017,228/39079,Z434,INT:TPE PRIMROSE P32 JARMILL @,PRIMROSE P32,70.179,70,70.179,1,24.2443939,0.992,74.4,75,22.93381586,0,24.2444,22.7503,1706.27,-6.014619758
39102,10/20/2017,10/20/2017,10/25/2017,228/39102,Dec-31,VISCO ADJ-FPW15 PRIMER DIP 18S F4C:GREY NEW HD YY,DIP 18S F4C GREY NEW HD 20m 11v,964.5,984,-15.5,0.98,14.08751697,0.933,933,1000,14.41748023,0,13.8058,13.4515,13451.5,3.265940902
39103,10/20/2017,10/20/2017,10/25/2017,228/39203,12-373,REFILL (Z324) FPW15 MATT PRIMER 23m 13v:GREY NEW HD,FTO REFILL-Z324 GREY NEW HD 23m 13v,200,200,0,1,14.54726665,0.982,196.4,200,14.7398167,0,14.5473,14.4745,2894.9,1.8
39105,10/20/2017,10/20/2017,10/25/2017,228/39105,39-9061,VISCO ADJ-FDE MATT SPRAY 22S F4C:BLACK MATT,BLACK MATT SPRAY 22S F4C,97.96,100,-0.04,0.98,12.18410333,0.958,95.8,100,18.36976409,0,11.9404,17.5982,1759.82,2.204981625
39111,10/23/2017,10/23/2017,10/25/2017,228/39111,14-901,REFILL (Z14-901) EPS15 ETCH PRIMER:BLACK,BLACK,637,700,0,0.91,14.25558178,0.872,732.48,840,14.63975917,0,12.9726,12.7659,10723.36,-14.98901099
39114,10/24/2017,10/24/2017,10/25/2017,DE/228/39114,43-9558,CT-FLOOR:GREEN WIDNEY IHS @,MTO TINT-GREEN WIDNEY IHS,40.086,41,0.886,0.98,25.44929916,0.951,38.04,40,21.6069658,0,24.9403,20.5482,821.93,5.104026343
39116,10/24/2017,10/24/2017,10/25/2017,228/39116,40-900,QD SPRAY SK120 BRIGHT ALUMINIUM-SLOW SPEED 3 POT YY,BRIGHT ALUMINIUM-SPRAY,1367,1502,2,0.91,15.30629944,0.844,1287.1,1525,15.76878253,0,13.9287,13.3089,20296.07,5.844915874
39121,10/24/2017,10/24/2017,10/25/2017,228/39121,39-620,REFILL (Z308) FDE REDOX 130,FTO REFILL-Z308 REDOX 130,9.7,10,0,0.97,17.84330985,0.935,196.35,210,18.2336139,0,17.308,17.0484,3580.16,-1924.226804
38994,10/4/2017,10/4/2017,10/26/2017,228/38994,39-9041,FDE+MZAP SHEEN DIP BLACK S25 BALLMILL 5 @,SHEEN DIP BLACK,2045.602,2223,21.602,0.92,16.74294107,0.884,2033.2,2300,16.44490532,0,15.4035,14.5373,33435.79,0.606276294
39034,10/10/2017,10/10/2017,10/26/2017,228/39034,00-900,PAINT REMOVER STANDARD,MILKY,118.881,102,1.881,1.17,11.36287648,1.156,121.38,105,10.34990896,0,13.2946,11.9645,1256.27,-2.102102102
39037,10/10/2017,10/10/2017,10/26/2017,228/39037,35-102,FD RD MARK SCS40 WHITE SABS 731-1-3 POT HI-SPEED @,WHITE,840.379,600,0.379,1.4,15.89702686,1.4,868,620,14.92947224,0,22.2558,20.9013,12958.81,-3.286731344
39059,10/11/2017,10/11/2017,10/26/2017,LAB/DE/228/39059,39-603,CT-FDE:SIGNAL RED A11 SANS-NCS S1580-Y90R @,TINT-RED SIGNAL-NCS S1580-Y90R,23.49,24,-1.01,0.98,23.94232402,0.98,0.98,1,22.13499949,0,23.4635,21.6923,21.69,95.82801192
39064,10/12/2017,10/12/2017,10/26/2017,228/39064,12-361,FPW15 MATT:REDOX 130 LS25 24m 14v BALLMILL 9 @,REDOX 130 24m 14v,2073.481,2073,73.481,1,12.07754039,0.96,1920,2000,12.65170521,0,12.0775,12.1456,24291.2,7.402093388
39096,10/19/2017,10/19/2017,10/26/2017,AR/228/39096,31-51043,CT-SGE:GREEN PAN 375C @,MTO TINT-GREEN PAN 375C,200.97,197,-3.03,1.02,27.30284274,0.989,197.8,200,22.18183092,0,27.8489,21.9378,4387.56,1.577349853
39100,10/20/2017,10/20/2017,10/26/2017,DE/228/39100,Z324,INT:CT-FPW15 PRIMER:GREY NEW HD S25 BALLMILL 9 @,FPW15 GREY NEW HD,1682.282,1682,1682.282,1,14.47453032,0.938,1594.6,1700,14.81232776,0,14.4745,13.894,23619.8,5.212086915
